data.programNumber,value_beneficiary
15.033,Native American Organizations
15.033,American Indian
15.033,Federally Recognized Indian Tribal Governments
15.042,American Indian
15.042,Federally Recognized Indian Tribal Governments
15.040,Native American Organizations
15.040,American Indian
15.040,Federally Recognized Indian Tribal Governments
15.032,Native American Organizations
15.032,American Indian
15.032,Federally Recognized Indian Tribal Governments
15.043,Native American Organizations
15.043,American Indian
15.043,Federally Recognized Indian Tribal Governments
15.048,Federally Recognized Indian Tribal Governments
15.041,Native American Organizations
15.041,American Indian
15.041,Federally Recognized Indian Tribal Governments
15.062,Minority group
15.062,Student/Trainee
15.062,American Indian
15.062,Child (6-15)
15.062,Federally Recognized Indian Tribal Governments
15.148,Native American Organizations
15.148,American Indian
15.148,Federally Recognized Indian Tribal Governments
19.011,Private nonprofit institution/organization
19.011,Public nonprofit institution/organization
15.163,Federally Recognized Indian Tribal Governments
15.108,American Indian
15.150,Juvenile Delinquent
15.150,Federally Recognized Indian Tribal Governments
14.400,Anyone/general public
19.600,U.S. Territories
19.600,"Specialized group (e.g. health professionals, students, veterans)"
19.600,Small business
19.600,Profit organization
19.600,Private nonprofit institution/organization
19.600,Quasi-public nonprofit organization
19.600,Other private institution/organization
19.600,State
19.600,Local
19.600,Sponsored organization
19.600,Public nonprofit institution/organization
19.600,Other public institution/organization
19.600,Federally Recognized Indian Tribal Governments
14.267,Individual/Family
14.110,Individual/Family
14.110,Anyone/general public
14.162,Anyone/general public
19.900,Minority group
19.900,"Specialized group (e.g. health professionals, students, veterans)"
19.900,Private nonprofit institution/organization
19.900,Public nonprofit institution/organization
19.900,Other public institution/organization
14.151,Land/Property Owner
14.139,Individual/Family
14.129,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
14.129,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
14.134,Individual/Family
14.134,Anyone/general public
14.311,Federal
14.311,State
14.311,Public nonprofit institution/organization
10.410,Individual/Family
10.410,Moderate Income
10.410,Low Income
10.410,Rural
14.155,Small Business Person
10.555,Infant (0-5)
10.555,Child (6-15)
10.555,Youth (16-21)
10.555,Student/Trainee
14.142,Land/Property Owner
10.556,Infant (0-5)
10.556,Child (6-15)
10.556,Youth (16-21)
10.556,Student/Trainee
10.352,Individual/Family
10.352,Small business
10.352,Profit organization
10.352,Native American Organizations
10.352,Farmer/Rancher/Agriculture Producer
10.352,Industrialist/ Business person
10.352,Small Business Person
10.352,Consumer
10.352,Black
10.352,American Indian
10.352,Spanish Origin
10.352,Asian
10.352,Other Non-White
10.352,U.S. Citizen
10.352,Veteran/Service person/Reservist (including dependents
10.352,Women
10.352,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
10.352,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
10.352,Mentally Disabled
10.352,Rural
14.171,Individual/Family
14.171,Profit organization
14.171,Anyone/general public
14.171,Homeowner
14.316,"Specialized group (e.g. health professionals, students, veterans)"
19.036,Anyone/general public
14.123,Individual/Family
14.123,Anyone/general public
19.601,Small business
19.601,Profit organization
19.601,Private nonprofit institution/organization
19.601,Quasi-public nonprofit organization
19.601,Other private institution/organization
19.601,Public nonprofit institution/organization
19.601,Other public institution/organization
19.221,Small business
19.221,Profit organization
19.221,Private nonprofit institution/organization
19.221,Quasi-public nonprofit organization
19.221,Other private institution/organization
19.221,Anyone/general public
19.221,Public nonprofit institution/organization
19.221,Other public institution/organization
12.024,
10.533,
14.900,Federal
14.900,Individual/Family
14.900,Anyone/general public
14.900,State
14.900,Local
81.008,
66.469,Interstate
66.469,State
66.469,Local
66.469,Public nonprofit institution/organization
66.469,Federally Recognized Indian Tribal Governments
66.469,Private nonprofit institution/organization
66.469,Native American Organizations
10.593,Public nonprofit institution/organization
93.575,Individual/Family
93.575,Low Income
93.434,State
93.434,Local
93.434,Preschool
93.434,Infant (0-5)
93.434,Moderate Income
93.434,Low Income
94.003,State
66.600,
66.126,Anyone/general public
45.309,
45.308,
45.031,Student/Trainee
45.031,Graduate Student
45.312,
17.259,U.S. Territories
17.259,State
17.258,U.S. Territories
17.258,Individual/Family
17.258,Minority group
17.258,"Specialized group (e.g. health professionals, students, veterans)"
17.258,Small business
17.258,Profit organization
17.258,Private nonprofit institution/organization
17.258,Other private institution/organization
17.258,Anyone/general public
17.258,Health Professional
17.258,Education Professional
17.258,Student/Trainee
17.258,Graduate Student
17.258,Scientist/Researchers
17.258,Artist/Humanist
17.258,Engineer/Architect
17.258,Builder/Contractor/Developer
17.258,Farmer/Rancher/Agriculture Producer
17.258,Industrialist/ Business person
17.258,Small Business Person
17.258,Black
17.258,American Indian
17.258,Spanish Origin
17.258,Asian
17.258,Other Non-White
17.258,State
17.258,Migrant
17.258,U.S. Citizen
17.258,Refugee/Alien
17.258,Veteran/Service person/Reservist (including dependents
17.258,Women
17.258,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
17.258,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
17.258,Mentally Disabled
17.258,Senior Citizen (60+)
17.258,Unemployed
17.258,Welfare Recipient
17.258,Pension Recipient
17.258,Low Income
17.278,U.S. Territories
17.278,State
17.278,Unemployed
45.301,
94.002,Federal
45.313,
17.207,Individual/Family
17.207,Minority group
17.207,"Specialized group (e.g. health professionals, students, veterans)"
17.207,Small business
17.207,Profit organization
17.207,Private nonprofit institution/organization
17.207,Quasi-public nonprofit organization
17.207,Other private institution/organization
17.207,Anyone/general public
17.207,Health Professional
17.207,Education Professional
17.207,Student/Trainee
17.207,Graduate Student
17.207,Scientist/Researchers
17.207,Artist/Humanist
17.207,Engineer/Architect
17.207,Builder/Contractor/Developer
17.207,Farmer/Rancher/Agriculture Producer
17.207,Industrialist/ Business person
17.207,Small Business Person
17.207,Black
17.207,American Indian
17.207,Spanish Origin
17.207,Asian
17.207,Other Non-White
17.207,Migrant
17.207,U.S. Citizen
17.207,Refugee/Alien
17.207,Veteran/Service person/Reservist (including dependents
17.207,Women
17.207,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
17.207,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
17.207,Mentally Disabled
17.207,Senior Citizen (60+)
17.207,Unemployed
17.207,Welfare Recipient
17.207,Pension Recipient
17.207,Moderate Income
17.207,Low Income
10.699,Federal
10.699,Private nonprofit institution/organization
10.699,Quasi-public nonprofit organization
10.699,Other private institution/organization
10.699,Anyone/general public
10.699,Interstate
10.699,Native American Organizations
10.699,Intrastate
10.699,State
10.699,Youth (16-21)
10.701,Federal
10.701,U.S. Territories
10.701,Anyone/general public
10.701,Native American Organizations
10.701,State
10.701,U.S. Citizen
10.701,Local
10.701,Rural
10.701,Public nonprofit institution/organization
10.701,Other public institution/organization
10.701,Federally Recognized Indian Tribal Governments
93.110,"Specialized group (e.g. health professionals, students, veterans)"
93.110,Health Professional
93.110,Student/Trainee
93.110,Women
93.110,Infant (0-5)
93.110,Child (6-15)
19.701,Private nonprofit institution/organization
19.701,Quasi-public nonprofit organization
19.701,Other private institution/organization
19.701,Women
19.701,Public nonprofit institution/organization
19.701,Other public institution/organization
19.204,Industrialist/ Business person
19.204,U.S. Citizen
93.932,Minority group
93.932,Other Non-White
10.379,
66.313,State
66.313,Local
66.313,Public nonprofit institution/organization
66.313,Federally Recognized Indian Tribal Governments
66.313,U.S. Territories
66.313,Private nonprofit institution/organization
19.750,Private nonprofit institution/organization
19.750,Student/Trainee
19.750,Scientist/Researchers
19.750,Migrant
19.750,Women
19.750,Sponsored organization
19.750,Moderate Income
19.750,Low Income
19.750,"Major Metropolis (over 250,000)"
19.750,Other Urban
19.750,Suburban
19.750,Rural
19.750,Public nonprofit institution/organization
14.248,Individual/Family
14.248,Moderate Income
14.248,Low Income
93.257,"Specialized group (e.g. health professionals, students, veterans)"
10.380,
93.913,State
93.913,Local
93.913,Rural
93.498,
93.288,Health Professional
93.288,Student/Trainee
93.288,Graduate Student
93.250,"Specialized group (e.g. health professionals, students, veterans)"
15.522,Native American Organizations
15.522,Federally Recognized Indian Tribal Governments
93.912,"Specialized group (e.g. health professionals, students, veterans)"
93.912,Health Professional
93.912,Local
93.912,Rural
19.124,Public nonprofit institution/organization
19.124,Other public institution/organization
93.255,"Specialized group (e.g. health professionals, students, veterans)"
93.255,Private nonprofit institution/organization
93.255,Quasi-public nonprofit organization
93.255,Native American Organizations
93.255,Health Professional
93.255,Graduate Student
93.255,Public nonprofit institution/organization
93.255,Other public institution/organization
93.914,Individual/Family
93.914,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
93.914,Other Urban
15.443,Federal
15.443,Anyone/general public
15.443,Native American Organizations
15.443,State
15.443,Local
93.303,Graduate Student
93.303,Education (13+)
93.364,"Specialized group (e.g. health professionals, students, veterans)"
93.364,Student/Trainee
93.364,U.S. Citizen
93.223,Anyone/general public
93.223,Rural
93.155,"Specialized group (e.g. health professionals, students, veterans)"
93.155,Anyone/general public
93.155,Health Professional
93.155,Scientist/Researchers
93.155,Rural
66.305,State
66.305,Public nonprofit institution/organization
66.305,Federally Recognized Indian Tribal Governments
66.305,Private nonprofit institution/organization
66.305,U.S. Territories
16.550,State
15.444,Federal
15.444,Anyone/general public
15.444,Native American Organizations
15.444,Scientist/Researchers
15.444,State
15.444,Local
19.087,Other private institution/organization
19.087,Sponsored organization
19.087,Other public institution/organization
15.518,Native American Organizations
15.518,American Indian
15.518,Federally Recognized Indian Tribal Governments
10.524,
15.011,Senior Citizen (60+)
19.345,Private nonprofit institution/organization
19.345,Quasi-public nonprofit organization
19.345,Public nonprofit institution/organization
16.824,
15.235,
15.982,
15.407,Individual/Family
15.407,Private nonprofit institution/organization
15.407,Other private institution/organization
15.407,State
15.407,Local
15.407,Public nonprofit institution/organization
15.407,Other public institution/organization
19.021,Private nonprofit institution/organization
19.021,Education Professional
19.021,Education (9-12)
19.021,Education (13+)
19.021,Public nonprofit institution/organization
19.021,Other public institution/organization
19.121,Minority group
19.121,"Specialized group (e.g. health professionals, students, veterans)"
19.121,Small business
19.121,Health Professional
19.121,Education Professional
19.121,Student/Trainee
19.121,Scientist/Researchers
19.121,Small Business Person
19.121,Women
19.121,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
19.121,Child (6-15)
19.121,Youth (16-21)
19.121,Sponsored organization
19.121,Public nonprofit institution/organization
19.121,Other public institution/organization
81.012,Federal
81.012,Public nonprofit institution/organization
81.012,Scientist/Researchers
81.012,Anyone/general public
81.012,Other public institution/organization
81.012,Education Professional
81.012,Private nonprofit institution/organization
16.827,Individual/Family
16.827,Private nonprofit institution/organization
16.827,Quasi-public nonprofit organization
16.827,Other private institution/organization
16.827,Anyone/general public
16.827,Native American Organizations
16.827,State
16.827,Local
16.827,Public nonprofit institution/organization
16.827,Other public institution/organization
16.827,Federally Recognized Indian Tribal Governments
19.801,Minority group
19.801,Private nonprofit institution/organization
19.801,Quasi-public nonprofit organization
19.801,Other private institution/organization
19.801,Women
19.801,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
19.801,School
19.801,Youth (16-21)
19.801,Senior Citizen (60+)
19.801,Unemployed
19.801,Moderate Income
19.801,Low Income
19.801,Other Urban
19.801,Rural
19.801,Education (0-8)
19.801,Education (9-12)
19.801,Education (13+)
19.801,Public nonprofit institution/organization
19.801,Other public institution/organization
19.878,Sponsored organization
16.046,Anyone/general public
16.046,Health Professional
16.046,Scientist/Researchers
16.046,U.S. Citizen
81.138,State
19.808,
16.816,Individual/Family
16.816,"Specialized group (e.g. health professionals, students, veterans)"
16.816,Graduate Student
16.816,Education (13+)
16.596,Native American Organizations
16.596,American Indian
16.596,Federally Recognized Indian Tribal Governments
16.015,Public nonprofit institution/organization
16.015,Other public institution/organization
15.017,
15.016,
19.303,Public nonprofit institution/organization
10.551,Individual/Family
10.551,Unemployed
10.551,Welfare Recipient
10.551,Pension Recipient
10.551,Low Income
14.880,Individual/Family
14.880,U.S. Citizen
14.880,Refugee/Alien
14.880,Veteran/Service person/Reservist (including dependents
14.880,Women
14.880,Unemployed
14.880,Welfare Recipient
14.880,Low Income
93.647,Scientist/Researchers
93.647,American Indian
93.647,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
93.647,Infant (0-5)
93.647,Child (6-15)
93.647,Youth (16-21)
93.647,Welfare Recipient
93.647,Low Income
10.238,
10.241,Other public institution/organization
14.889,Private nonprofit institution/organization
14.889,Anyone/general public
14.889,Local
14.889,Moderate Income
14.889,Low Income
10.728,
10.733,
10.731,U.S. Territories
10.731,Private nonprofit institution/organization
10.731,State
10.731,Minority group
10.731,Land/Property Owner
10.731,Public nonprofit institution/organization
10.731,Other public institution/organization
10.732,
10.679,Private nonprofit institution/organization
10.679,Local
10.679,Public nonprofit institution/organization
10.675,U.S. Territories
10.675,Individual/Family
10.675,Minority group
10.675,"Specialized group (e.g. health professionals, students, veterans)"
10.675,Private nonprofit institution/organization
10.675,Quasi-public nonprofit organization
10.675,Anyone/general public
10.675,State
10.675,Local
10.675,Public nonprofit institution/organization
10.675,Federally Recognized Indian Tribal Governments
10.730,
10.676,Farmer/Rancher/Agriculture Producer
10.676,State
10.727,State
10.727,Local
10.727,Public nonprofit institution/organization
10.727,Other public institution/organization
10.727,Federally Recognized Indian Tribal Governments
10.727,U.S. Territories
10.727,Individual/Family
10.727,Minority group
10.727,"Specialized group (e.g. health professionals, students, veterans)"
10.727,Private nonprofit institution/organization
10.727,Native American Organizations
10.727,Other private institution/organization
10.727,Small Business Person
10.727,Black
10.727,American Indian
10.727,Spanish Origin
10.727,Asian
10.727,Other Non-White
10.727,Low Income
10.727,"Major Metropolis (over 250,000)"
10.727,Other Urban
10.727,Suburban
10.698,State
10.698,Local
10.698,Individual/Family
10.698,U.S. Territories
10.698,Federally Recognized Indian Tribal Governments
10.698,Rural
10.734,Farmer/Rancher/Agriculture Producer
10.734,State
10.680,Private nonprofit institution/organization
10.680,Anyone/general public
10.680,State
10.680,Public nonprofit institution/organization
10.680,Other public institution/organization
10.719,
10.681,Private nonprofit institution/organization
10.681,Farmer/Rancher/Agriculture Producer
10.681,Industrialist/ Business person
10.681,Land/Property Owner
10.681,State
10.681,Local
10.681,Public nonprofit institution/organization
10.681,Federally Recognized Indian Tribal Governments
10.326,Other public institution/organization
10.320,Public nonprofit institution/organization
10.320,Other public institution/organization
10.535,
93.972,Individual/Family
93.972,American Indian
17.401,Individual/Family
17.401,Minority group
17.401,"Specialized group (e.g. health professionals, students, veterans)"
17.401,Small business
17.401,Profit organization
17.401,Private nonprofit institution/organization
17.401,Quasi-public nonprofit organization
17.401,Other private institution/organization
17.401,Anyone/general public
17.401,Health Professional
17.401,Education Professional
17.401,Student/Trainee
17.401,Graduate Student
17.401,Scientist/Researchers
17.401,Farmer/Rancher/Agriculture Producer
17.401,Industrialist/ Business person
17.401,Small Business Person
17.401,Consumer
17.401,Homeowner
17.401,Land/Property Owner
17.401,Black
17.401,American Indian
17.401,Spanish Origin
17.401,Asian
17.401,Other Non-White
17.401,Migrant
17.401,Refugee/Alien
17.401,Women
17.401,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
17.401,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
17.401,Juvenile Delinquent
17.401,Preschool
17.401,School
17.401,Infant (0-5)
17.401,Child (6-15)
17.401,Youth (16-21)
17.401,Senior Citizen (60+)
17.401,Unemployed
17.401,Welfare Recipient
17.401,Pension Recipient
17.401,Sponsored organization
17.401,Moderate Income
17.401,Low Income
17.401,"Major Metropolis (over 250,000)"
17.401,Other Urban
17.401,Suburban
17.401,Rural
17.401,Education (0-8)
17.401,Education (9-12)
17.401,Education (13+)
17.401,Public nonprofit institution/organization
17.401,Other public institution/organization
17.805,State
17.805,Local
17.805,Sponsored organization
10.513,Federal
10.513,State
10.513,Public nonprofit institution/organization
93.241,State
93.241,Rural
93.965,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
93.342,"Specialized group (e.g. health professionals, students, veterans)"
93.342,Student/Trainee
93.342,U.S. Citizen
10.525,State
10.525,Quasi-public nonprofit organization
93.697,
93.211,U.S. Territories
93.211,"Specialized group (e.g. health professionals, students, veterans)"
93.211,Private nonprofit institution/organization
93.211,State
93.211,Local
93.211,Rural
93.211,Public nonprofit institution/organization
93.211,Federally Recognized Indian Tribal Governments
16.750,Profit organization
16.750,State
16.750,Local
16.750,Public nonprofit institution/organization
16.750,Federally Recognized Indian Tribal Governments
19.948,Public nonprofit institution/organization
93.264,Native American Organizations
93.264,U.S. Citizen
10.520,Federal
10.520,U.S. Territories
10.520,Small business
10.520,Profit organization
10.520,Private nonprofit institution/organization
10.520,State
10.520,Local
10.520,Public nonprofit institution/organization
10.520,Other public institution/organization
93.359,"Specialized group (e.g. health professionals, students, veterans)"
93.359,Private nonprofit institution/organization
93.359,Native American Organizations
93.359,Health Professional
93.359,State
93.359,Local
93.359,Public nonprofit institution/organization
93.359,Other public institution/organization
93.530,Individual/Family
93.530,"Specialized group (e.g. health professionals, students, veterans)"
93.530,Profit organization
93.530,Private nonprofit institution/organization
93.530,Quasi-public nonprofit organization
93.530,Other private institution/organization
93.530,Anyone/general public
93.530,Native American Organizations
93.530,Health Professional
93.530,Education Professional
93.530,Student/Trainee
93.530,Graduate Student
93.530,Black
93.530,American Indian
93.530,Spanish Origin
93.530,Asian
93.530,Other Non-White
93.530,U.S. Citizen
93.530,Women
93.530,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
93.530,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
93.530,Mentally Disabled
93.530,Infant (0-5)
93.530,Child (6-15)
93.530,Youth (16-21)
93.530,Senior Citizen (60+)
93.530,Sponsored organization
93.530,Moderate Income
93.530,Low Income
93.530,Public nonprofit institution/organization
93.530,Other public institution/organization
10.155,Individual/Family
10.155,"Specialized group (e.g. health professionals, students, veterans)"
10.155,Anyone/general public
10.155,Consumer
10.165,Farmer/Rancher/Agriculture Producer
10.165,Industrialist/ Business person
16.053,Federal
16.053,State
16.053,Local
16.053,Public nonprofit institution/organization
16.053,Other public institution/organization
16.053,Federally Recognized Indian Tribal Governments
16.053,U.S. Territories
16.053,Individual/Family
16.053,Minority group
16.053,"Specialized group (e.g. health professionals, students, veterans)"
16.053,Native American Organizations
16.053,Health Professional
16.053,Black
16.053,American Indian
16.053,Spanish Origin
16.053,Asian
16.053,Other Non-White
16.053,Migrant
16.053,U.S. Citizen
16.053,Low Income
16.053,"Major Metropolis (over 250,000)"
16.053,Other Urban
16.053,Suburban
16.053,Rural
16.582,Individual/Family
16.582,Private nonprofit institution/organization
16.582,Anyone/general public
16.582,Native American Organizations
16.582,American Indian
16.582,Public nonprofit institution/organization
16.841,Native American Organizations
16.841,American Indian
16.841,Federally Recognized Indian Tribal Governments
16.583,Individual/Family
16.583,"Specialized group (e.g. health professionals, students, veterans)"
16.583,Native American Organizations
16.583,American Indian
16.583,Child (6-15)
16.583,Youth (16-21)
16.035,Child (6-15)
16.035,Youth (16-21)
16.035,Women
16.834,Federal
16.834,State
16.834,Local
16.320,Profit organization
16.320,Private nonprofit institution/organization
16.320,State
16.320,Local
16.320,Public nonprofit institution/organization
16.320,Other public institution/organization
16.560,Individual/Family
16.560,Other private institution/organization
16.560,Anyone/general public
16.560,Scientist/Researchers
16.560,State
16.560,Local
16.560,Public nonprofit institution/organization
16.560,Federally Recognized Indian Tribal Governments
10.168,Local
10.181,Public nonprofit institution/organization
10.181,Private nonprofit institution/organization
10.181,Individual/Family
10.221,State
10.221,Local
16.836,Juvenile Delinquent
16.836,Youth (16-21)
16.823,U.S. Territories
16.823,Individual/Family
16.823,State
16.823,Local
16.823,Juvenile Delinquent
16.823,Federally Recognized Indian Tribal Governments
16.731,Native American Organizations
16.731,Federally Recognized Indian Tribal Governments
10.183,Individual/Family
10.183,Small business
10.183,Farmer/Rancher/Agriculture Producer
10.183,U.S. Citizen
10.182,Federally Recognized Indian Tribal Governments
10.182,Minority group
10.182,Small business
10.182,Private nonprofit institution/organization
10.182,Native American Organizations
10.182,Farmer/Rancher/Agriculture Producer
10.182,Black
10.182,American Indian
10.182,Low Income
10.182,Rural
16.757,Private nonprofit institution/organization
16.757,Other private institution/organization
16.757,Public nonprofit institution/organization
16.757,Other public institution/organization
10.912,Individual/Family
10.912,Federally Recognized Indian Tribal Governments
10.924,Individual/Family
10.924,Farmer/Rancher/Agriculture Producer
10.924,Land/Property Owner
10.924,State
10.924,Local
15.068,
15.541,Anyone/general public
15.541,State
15.541,Local
15.565,Native American Organizations
10.186,Federal
10.186,Interstate
10.186,Intrastate
10.186,State
10.186,Local
10.186,Public nonprofit institution/organization
10.186,Other public institution/organization
10.186,Federally Recognized Indian Tribal Governments
10.186,U.S. Territories
10.186,Minority group
10.186,"Specialized group (e.g. health professionals, students, veterans)"
10.186,Profit organization
10.186,Private nonprofit institution/organization
10.186,Other private institution/organization
10.186,Native American Organizations
10.186,Farmer/Rancher/Agriculture Producer
10.186,Industrialist/ Business person
10.186,Small Business Person
10.186,Consumer
10.186,Black
10.186,American Indian
10.186,Refugee/Alien
10.186,Veteran/Service person/Reservist (including dependents
10.186,Women
10.186,Low Income
10.186,"Major Metropolis (over 250,000)"
10.186,Suburban
10.186,Rural
10.185,Minority group
10.185,Small business
10.185,Private nonprofit institution/organization
10.185,Native American Organizations
10.185,Farmer/Rancher/Agriculture Producer
10.185,Black
10.185,American Indian
10.185,Low Income
10.185,Rural
10.184,Public nonprofit institution/organization
10.184,Small business
10.184,Profit organization
10.184,Farmer/Rancher/Agriculture Producer
10.184,Industrialist/ Business person
10.184,Rural
66.443,Anyone/general public
66.443,Native American Organizations
66.443,Homeowner
66.443,Preschool
66.443,School
66.443,Infant (0-5)
66.443,Child (6-15)
66.443,Youth (16-21)
66.443,Senior Citizen (60+)
66.443,Low Income
66.443,Rural
66.443,Education (0-8)
10.333,
66.522,State
66.522,Local
66.522,Public nonprofit institution/organization
66.522,Federally Recognized Indian Tribal Governments
66.522,Private nonprofit institution/organization
66.522,Anyone/general public
66.522,Health Professional
66.522,Education Professional
66.522,Student/Trainee
66.522,Graduate Student
66.522,Scientist/Researchers
10.210,Minority group
10.210,Private nonprofit institution/organization
10.210,State
10.210,Public nonprofit institution/organization
10.210,Other public institution/organization
43.009,U.S. Territories
43.009,Individual/Family
43.009,Minority group
43.009,"Specialized group (e.g. health professionals, students, veterans)"
43.009,Small business
43.009,Profit organization
43.009,Private nonprofit institution/organization
43.009,Quasi-public nonprofit organization
43.009,Other private institution/organization
43.009,Anyone/general public
43.009,Interstate
43.009,Native American Organizations
43.009,Health Professional
43.009,Education Professional
43.009,Graduate Student
43.009,Scientist/Researchers
43.009,Engineer/Architect
43.009,Intrastate
43.009,Industrialist/ Business person
43.009,Small Business Person
43.009,State
43.009,U.S. Citizen
43.009,Local
43.009,Preschool
43.009,School
43.009,Child (6-15)
43.009,Youth (16-21)
43.009,Sponsored organization
43.009,"Major Metropolis (over 250,000)"
43.009,Other Urban
43.009,Suburban
43.009,Rural
43.009,Education (0-8)
43.009,Education (9-12)
43.009,Education (13+)
43.009,Public nonprofit institution/organization
43.009,Other public institution/organization
43.009,Federally Recognized Indian Tribal Governments
43.009,Black
43.009,American Indian
43.009,Spanish Origin
43.009,Asian
43.009,Other Non-White
43.009,Women
43.009,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
66.521,State
66.521,Local
66.521,Public nonprofit institution/organization
66.521,Other public institution/organization
66.521,U.S. Territories
66.521,Individual/Family
66.521,Private nonprofit institution/organization
66.521,Anyone/general public
66.521,Graduate Student
66.521,Scientist/Researchers
43.008,U.S. Territories
43.008,Individual/Family
43.008,Minority group
43.008,"Specialized group (e.g. health professionals, students, veterans)"
43.008,Small business
43.008,Profit organization
43.008,Private nonprofit institution/organization
43.008,Quasi-public nonprofit organization
43.008,Other private institution/organization
43.008,Anyone/general public
43.008,Interstate
43.008,Native American Organizations
43.008,Health Professional
43.008,Education Professional
43.008,Student/Trainee
43.008,Graduate Student
43.008,Scientist/Researchers
43.008,Engineer/Architect
43.008,Intrastate
43.008,Industrialist/ Business person
43.008,Small Business Person
43.008,State
43.008,U.S. Citizen
43.008,Local
43.008,Preschool
43.008,School
43.008,Child (6-15)
43.008,Youth (16-21)
43.008,Sponsored organization
43.008,"Major Metropolis (over 250,000)"
43.008,Other Urban
43.008,Suburban
43.008,Rural
43.008,Education (0-8)
43.008,Education (9-12)
43.008,Education (13+)
43.008,Public nonprofit institution/organization
43.008,Other public institution/organization
43.008,Federally Recognized Indian Tribal Governments
43.008,Women
43.008,Black
43.008,American Indian
43.008,Asian
43.008,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
43.008,Spanish Origin
43.008,Other Non-White
14.117,Individual/Family
14.117,Anyone/general public
93.654,American Indian
93.654,Native American Organizations
93.654,Federally Recognized Indian Tribal Governments
66.817,
43.001,Federal
43.001,Interstate
43.001,Intrastate
43.001,State
43.001,Local
43.001,Public nonprofit institution/organization
43.001,Other public institution/organization
43.001,Federally Recognized Indian Tribal Governments
43.001,U.S. Territories
43.001,Minority group
43.001,"Specialized group (e.g. health professionals, students, veterans)"
43.001,Small business
43.001,Profit organization
43.001,Private nonprofit institution/organization
43.001,Quasi-public nonprofit organization
43.001,Other private institution/organization
43.001,Native American Organizations
43.001,Sponsored organization
43.001,Spanish Origin
43.001,Health Professional
43.001,Education Professional
43.001,Student/Trainee
43.001,Graduate Student
43.001,Scientist/Researchers
43.001,Engineer/Architect
43.001,Small Business Person
43.001,American Indian
43.001,Asian
43.001,Other Non-White
43.001,Veteran/Service person/Reservist (including dependents
43.001,Women
43.001,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
43.001,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
43.001,Preschool
43.001,School
15.252,Minority group
15.252,State
15.252,Local
14.183,Individual/Family
17.274,Individual/Family
17.274,Minority group
17.274,Student/Trainee
17.274,Black
17.274,American Indian
17.274,Spanish Origin
17.274,Asian
17.274,Other Non-White
17.274,Women
17.274,Juvenile Delinquent
17.274,Youth (16-21)
17.274,Low Income
43.002,U.S. Territories
43.002,Individual/Family
43.002,Minority group
43.002,"Specialized group (e.g. health professionals, students, veterans)"
43.002,Small business
43.002,Profit organization
43.002,Private nonprofit institution/organization
43.002,Quasi-public nonprofit organization
43.002,Other private institution/organization
43.002,Anyone/general public
43.002,Interstate
43.002,Native American Organizations
43.002,Health Professional
43.002,Education Professional
43.002,Student/Trainee
43.002,Graduate Student
43.002,Scientist/Researchers
43.002,Engineer/Architect
43.002,Intrastate
43.002,Industrialist/ Business person
43.002,Small Business Person
43.002,State
43.002,U.S. Citizen
43.002,Local
43.002,Preschool
43.002,School
43.002,Child (6-15)
43.002,Youth (16-21)
43.002,Sponsored organization
43.002,"Major Metropolis (over 250,000)"
43.002,Other Urban
43.002,Suburban
43.002,Rural
43.002,Education (0-8)
43.002,Education (9-12)
43.002,Education (13+)
43.002,Public nonprofit institution/organization
43.002,Other public institution/organization
43.002,Federally Recognized Indian Tribal Governments
93.121,Small business
93.121,Profit organization
93.121,Private nonprofit institution/organization
93.121,Health Professional
93.121,Education Professional
93.121,Student/Trainee
93.121,Graduate Student
93.121,Scientist/Researchers
93.121,Industrialist/ Business person
93.121,Small Business Person
93.121,Public nonprofit institution/organization
93.121,Other public institution/organization
84.310,Individual/Family
84.310,Private nonprofit institution/organization
84.310,Education Professional
84.310,Student/Trainee
84.310,Local
84.310,Preschool
84.310,School
84.310,Infant (0-5)
84.310,Child (6-15)
84.310,Low Income
84.310,Education (0-8)
84.310,Public nonprofit institution/organization
84.310,Other public institution/organization
93.879,U.S. Territories
93.879,Small business
93.879,Profit organization
93.879,Private nonprofit institution/organization
93.879,Native American Organizations
93.879,Health Professional
93.879,Student/Trainee
