PON ID,Category Code,Category,FA Code,Focus Area,PON2,PON Definition
617,P#,"Law, Justice, and Legal Services",P.FA2,Legal Services,Improve Protection of Political Rights,"A beneficiary demonstrated one or more of the following results within the past year: -Implementation and enforcement of policies that protect against discriminatory voting policies or practices (e.g., voter ID laws, cuts to early voting, purges of voter rolls, voter intimidation, etc.); -Citizens have the ability to exercise political rights through political representation, voting, protection of the right to peaceful political assembly or protest, etc."
616,L#,Health,L.FA2,Health and Wellbeing,Increase Personal Independence of Older Adults,"A beneficiary attained one or more of the following results within the past year: -Maintenance of optimal capacity for self-care, adapted to living situation, assistive devices that allow for independent living; -Increased awareness of own condition and associated risks (comorbid conditions, diseases) and exhibited adherence to guidelines of care."
455,K#,Food and Nutrition,K.FA1,Food and Nutrition Assistance,Improve Availability of Healthy Foods,"A beneficiary demonstrated one or more of the following results within the past year: -Increased supply of nutritional foods (e.g., inventory contains a higher number of pounds of nutritional foods available to customers); -Increased variety of nutritional foods available (e.g., inventory contains a higher number of produce options) -Increased visibility or promotion of nutritional foods (e.g., places nutritional foods in premium locations); -Increased affordability of nutritional foods (e.g., including acceptance of food vouchers) -Increased availability of culturally relevant foods"
365,K#,Food and Nutrition,K.FA1,Food and Nutrition Assistance,Strengthen/Expand Networks for Food Distribution,"A beneficiary demonstrated one or more of the following results within the past year: -Expanded number of individuals they served that received a meal that was affordable and convenient (e.g., within 3 miles/25 minutes of home or work); -Expanded proportion of individuals they served accessing at least one month of affordable and convenient food (e.g., within 3 miles/25 minutes of home or work); -Increased quantity of food available for distribution to food insecure individuals -Improved program efficiency (e.g., more efficient use of resources)."
208,C#,Community Development,C.FA1,"Community, Area, and Regional Development",Improve Water Quality and Supply,A beneficiary accessed one or more of the following results within the past year: -A safe and secure supply of water that is maintained and monitored to ensure sustained access.
205,A#,Agricultural,A.FA1,Agricultural Resources and Services,Improve Sustainable Environmental Stewardship,"A beneficiary demonstrated one or more of the following results within the past year: -Maintained the genetic diversity of seeds and cultivated plants, as well as farmed and domesticated animals and their related wild species; -Maintained the soil, water, and air health, including reducing pollution of arable lands; -Implementation of sustainable practices for water, land, and livestock use."
204,A#,Agricultural,A.FA1,Agricultural Resources and Services,Improve Sustainable Agriculture Market,"A beneficiary attained one or more of the following results within the past year: -Implemented sustainable agriculture practices; -Increased access to institutional and wholesale buyers; -Increased consumer awareness of sustainable agriculture through product labeling; -Creation of and access to reliable markets for sustainable agriculture products, including partnerships that link producers and buyers."
202,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,"Improve Well-Being, Independence, and Financial Empowerment for Survivors of Domestic Violence","A beneficiary attained one or more of the following results within the past year: -A personal plan to improve safety (including awareness of hotline services, crisis planning, locating a safe shelter/place of refuge, protecting finances, etc.); -Barrier reduction and access to services and supports to improve emotional wellbeing; -Improved skills in budgeting, saving, credit-building, and debt-management to improve financial stability and independence; -Improved legal, residential, and/or employment stability"
200,E#,Cultural Affairs,E.FA2,Artistic Talent Development,Provide Professional Development/Training to Artists,"A beneficiary demonstrated one or more of the following results within the past year: -Investment in the development of advanced creativity skills (e.g., performing arts, creative thinking, visual arts, etc.); -Completion of artistic projects (e.g., paintings, videos, theater performances, etc.); -Investment in artistic community building initiatives to facilitate mentorship and collaboration.  "
199,E#,Cultural Affairs,E.FA2,Artistic Talent Development,Improve Support for Communities of Artists,"A beneficiary demonstrated one or more of the following results within the past year: -Artistic participation in the community that spurs economic growth in creative industries; -Establishment of art projects that attract new employees that contribute to the development of a new workforce (i.e., the creative class)."
196,G#,Education,G.FA5,STEM Education,Expand STEM Skills,"A beneficiary demonstrated one or more of the following results within the past year: -GPA of 2.5 or higher in a STEM-related course; -Score(s) at/above math or science grade-level on standardized assessment (e.g., NAEP, state tests, etc.); -Met a qualifying requirement for an advanced STEM course/activity; -Enrollment in advanced STEM course/activity. "
195,G#,Education,G.FA5,STEM Education,Improve Persistence in STEM Education,"A beneficiary demonstrated one or more of the following results within the past year: -Declared a STEM-related major in college and/or graduate study; -Pursual/entry into STEM-related career, defined as a job/career that requires some advanced training in STEM (i.e., non-core secondary curriculum, education, and/or experience in science, technology, engineering and/or math); -Pursual/completion of a STEM-related degree (postsecondary or graduate)."
194,G#,Education,G.FA5,STEM Education,Increase STEM Interest ,"A beneficiary demonstrated one or more of the following results within the past year: -Increase interest in science, technology, engineering, and/or math on a generally accepted survey measure (i.e., S-STEM, STEM-CIS, etc.); -Taken additional steps to pursue their interest in STEM (e.g., additional class, follow-on program, club, etc.). "
191,L#,Health,L.FA2,Health and Wellbeing,Improve Social Skills for Individuals with Disabilities,"A beneficiary demonstrated one or more of the following results within the past year: -Competent social skills (e.g., cooperation, social problem solving, etc.); -Increased self-worth (e.g., self-esteem, confidence, etc.)."
189,L#,Health,L.FA2,Health and Wellbeing,Increase Early Childhood Social and Emotional Skills,"A beneficiary, before entering kindergarten, demonstrated one or more of the following results within the past year: -Improved sense of self and others; -Improved social competence; -Improved emotional competence; -Reduced behavior problems. "
188,L#,Health,L.FA2,Health and Wellbeing,Increase Safe and Healthy Reproductive Choices,"A beneficiary attained one or more of the following results within the past year: -Sufficient knowledge of human biology, sexual health, personal responsibility, and the importance of consent in order to make informed choices; -Access to resources that support family planning, including contraceptives, counseling on sexual health, and other lawful medical services; -Reduced incidence of sexual violence."
186,G#,Education,G.FA3,K-12 Education,Increase K12 Attendance and Persistence in School,"A beneficiary demonstrated one or more of the following results within the past year: -Improved attendance rate (i.e., school or class attendance); -Matriculation from one grade to the next, from one year to the next; -Decrease in attendance gaps; -Decrease in year-to-year graduation gaps. "
183,L#,Health,L.FA2,Health and Wellbeing,Improve Reproductive Health Practices,"A beneficiary attained one or more of the following results within the past year: -Sufficient knowledge of safe and healthy reproductive health practices; -Engages in and practices healthy reproductive behaviors, including contraceptive use, consensual sex, abstinence, etc.."
182,L#,Health,L.FA1,Child Welfare,Reduce Time in Foster System,A beneficiary attained one or more of the following results within the past year: -Placement in a permanent home through adoption or reunification; -Stayed in a permanent home that they were previously placed in through adoption or reunification.
179,L#,Health,L.FA2,Health and Wellbeing,Reduce Stigma Against Individuals with Disabilities,"A beneficiary attained one or more of the following results within the past year: -Benefits from policies that eliminate the exclusion of individuals with disabilities from participation in private and public life; -Reduced stigma, prejudice and discrimination resulting from their disability."
174,L#,Health,L.FA2,Health and Wellbeing,Expand Systems for Reducing Risk of Disease,"A beneficiary demonstrated one or more of the following results within the past year: -Establishment of standards and targets for the eradication of high-burden, global diseases (e.g., HIV/AIDs, malaria, tuberculosis, etc.) and neglected tropical diseases (NTDs); -Establishment and enforcement of policies that reduce the incidence, mortality, and/or prevalence rates of high-burden global diseases and neglected tropical diseases (NTDs)."
172,L#,Health,L.FA1,Child Welfare,Reduce Placement in Foster System Congregate Care ,"A beneficiary attained one or more of the following results within the past year: -Not been placed into a group home or institution (was served in family setting); -Alleviation of a mental, behavioral, or physical condition putting them at risk for being placed in a group home or institution."
170,L#,Health,L.FA2,Health and Wellbeing,Reduce Obesity,"A beneficiary attained one or more of the following results within the past year: -A normal BMI level (i.e., within height/weight ranges)."
160,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,Reduce Recidivism,A beneficiary demonstrated one or more of the following results within the past year: -Cessation of or reduction in frequency/severity of subsequent arrests; -Reduced frequency or severity of subsequent criminal activity.
159,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,Reduce Criminal Activity,"A beneficiary achieved one or more of the following results within the past year: -Decrease in overall crime rates; -Decrease in violent crimes rates; -Decrease in specific, targeted categories of criminal activity to improve public safety."
157,L#,Health,L.FA1,Child Welfare,Reduce Recurrence of Child Abuse and Neglect,"A beneficiary attained one or more of the following results within the past year: -Has not experienced any episodes of abuse or neglect at home or in foster home; -Reduced family risk factors (e.g., parent/caregiver depressive symptoms) and increase in protective family factors in parent-child relationships; -Reduced trauma-related symptoms; -A pattern of safe behavior to reduce subsequent violence."
155,E#,Cultural Affairs,E.FA1,Access and Appreciation,Increase Community Access to Art,"A beneficiary accessed one or more of the following results within the past year: -Engagement in art projects in their community; -A range of different art projects in public spaces (e.g., free shows, special invitations to events, creative use of public spaces, etc.). "
151,A#,Agricultural,A.FA1,Agricultural Resources and Services,Improve Protection of Animal Rights,"A beneficiary achieved one or more of the following results within the past year: -Establishment of legal protection to condemn inhumane treatment of animals (e.g., enactment of anti-cruelty laws); -Establishment and enforcement of policies that improve living conditions for animals."
150,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,Improve Post-Incarceration Reentry and Reintegration ,"A beneficiary attained one or more of the following results within the past year: -Systems of social support to successfully transition from incarceration to the community; -Human capital (e.g., skills, knowledge, etc.) to maintain economic, residential, and social stability; -Removal of barriers preventing from achieving gainful employment, such as expunging eligible offenses from their records."
145,L#,Health,L.FA1,Child Welfare,Improve Prevention of Child Abuse and Neglect,"A beneficiary attained one or more of the following results within the past year: -Positive change in protective factors (e.g., parent-child relationships, social support); -Reduced risk factors (e.g., parent/caregiver depressive symptoms); -Improved physical and psychological safety."
144,G#,Education,G.FA2,Educational Environments,Improve School Environment,"A beneficiary demonstrated one or more of the following results within the past year: -Establishment of a school environment that is safe, supportive, and academically challenging for students; -Increase level of community engagement and parent involvement; -Development of engaging instructional environments through evidence-based, engaging and rigorous curricula, textbooks and educational tools, improved class size and teacher-student ratios, improved physical school infrastructure, etc.; -Access to auxiliary services such as library, computer lab, nurse's offices, mental health, etc. "
143,P#,"Law, Justice, and Legal Services",P.FA2,Legal Services,Increase Exercising of Political Rights,"A beneficiary demonstrated one or more of the following results within the past year: -Increased awareness or understanding of political rights and responsibilities; -The active exercise of political rights (e.g., voting, peaceful political assembly or protest, engagement with politicians, etc.); -The ability to exercise political rights (e.g. through political representation, voting, protection of the right to peaceful political assembly or protest, etc.)."
142,L#,Health,L.FA2,Health and Wellbeing,Improve Physical Well-Being of Older Adults,"A beneficiary attained one or more of the following results within the past year: -Healthy eating options and behaviors; -Avoidance of inappropriate weight loss or gain; -An age-appropriate level of physical fitness, functioning, safety, and mobility that prevent falls, injuries, hospitalizations, and reduce mortality."
141,L#,Health,L.FA2,Health and Wellbeing,Improve Physical Fitness,"A beneficiary demonstrated one or more of the following results within the past year: -A pattern of daily, sustained physical activity; -Reduced sedentary activity."
138,2025#IA,International Affairs,IA.FA1,International Relations and Foreign Affairs,Improve Peace and Conflict Resolution,"A beneficiary demonstrated one or more of the following results within the past year: -Improvement in economic indicators within the target area such as reduced unemployment or increased trade; -Establishment of non-violent initiatives (e.g., legislation, international agreements, etc.) to reach a sense of safety and security among external and internal groups."
131,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Expand Program Reach,A beneficiary demonstrated one or more of the following results within the past year: -Expanded number of participants receiving programming; -Expanded proportion of participants successfully utilizing or completing programming; -Dissemination of program best practices and research.
129,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Improve Program Evaluation,"A beneficiary demonstrated one or more of the following results within the past year: -Improvement and effective use of data collection and analysis resources and methods (e.g. database management, survey design and distribution, use of analytic software, staff/human capacity, etc.); -Creation or improvement of evaluation tools (e.g. logic model, theory of change, measurement plans, etc.); -Use of continuous quality improvement cycles, leveraging feedback of results into the program's evaluation strategy."
127,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Improve or Maintain Quality of Programs,"A beneficiary demonstrated one or more of the following results within the past year: -Development of new or improved services, solutions, or products; -Implementation of evidence-based practices or ""best practices"" to achieve target outcomes; -Improved efficacy rate year over year, measured by the percentage of participants who are achieving target outcomes; -Maintained program quality standards."
126,L#,Health,L.FA2,Health and Wellbeing,Increase Early Childhood Language and Literacy Skills,"A beneficiary, before entering kindergarten, demonstrated one or more of the following results within the past year: -Improved oral language and communication skills; -Improved emergent literacy skills; -Improved early writing skills above and beyond expected developmental growth."
125,L#,Health,L.FA5,Healthcare Quality and Delivery,Expand National Public Health Capacity,"A beneficiary demonstrated one or more of the following results within the past year: -Sufficient capacity to prevent and treat diseases (i.e., organizational structures, highly trained workforces, and cross-agency partnerships); -Establishment of a leadership and governance structure to allocate public health resources; -Development of the capabilities for emergency risk management."
123,L#,Health,L.FA2,Health and Wellbeing,Improve Mental Well-Being of Older Adults,A beneficiary attained one or more of the following results within the past year: -Has not been diagnosed with mental illness and has not experienced significant impairment of cognitive functioning; -Appropriate care for a mental condition; -Prevention or assistance in prevention of mental deterioration.
122,L#,Health,L.FA2,Health and Wellbeing,Increase Mental and Physical Well-Being Support for Individuals with Disabilities,"A beneficiary demonstrated one or more of the following results within the past year: -Improved mental symptoms, including decreased anxiety, depression, and distress; -Improved physical fitness, including increased strength, balance, and flexibility; -Improved quality of life through improved health."
120,L#,Health,L.FA2,Health and Wellbeing,Increase Early Childhood Math and Science Skills,"A beneficiary, before entering kindergarten, demonstrated one or more of the following results within the past year: -Increased knowledge of and ability to apply mathematical concepts; -Improved scientific process skills."
119,L#,Health,L.FA2,Health and Wellbeing,Improve Maternal Health,A beneficiary attained one or more of the following results within the past year: -Necessary levels of preconception and prenatal health to birth a healthy child; -Low risks of pregnancy-related health complications or death; -Necessary levels of postpartum health and support to care for a child.
117,B#,Business and Commerce,B.FA2,Economic Development,Increase Local Economic Growth,"A beneficiary demonstrated one or more of the following results within the past year: -Establishment and enforcement of polices that catalyze economic growth; -Growth on common indicators measuring economic growth (e.g., homeownership rates, median household income, etc.)."
107,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Increase Organizational Issue Awareness and Advocacy ,"A beneficiary demonstrated one or more of the following results within the past year: -Establishment of a system to reach targeted audiences, using a large number and variety of mediums (e.g., social media, word of mouth, newsletters, etc.); -Self-awareness among a majority of participants of their role and impact regarding a certain issue; -A change in social norms to align with a policy position (e.g., beliefs, attitudes, values, etc.)."
104,C#,Community Development,C.FA1,"Community, Area, and Regional Development",Increase Individual Access to Internet,"A beneficiary accessed the following within the past year: -Internet that is affordable, usable, and well-connected (i.e., adequate speed)."
103,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Expand Basic and Applied Research,"A beneficiary demonstrated one or more of the following results within the past year: -Development of new insights in the field through scientific or empirical research; -Publication of research projects; -Knowledge management systems including systems for creating, retaining and transferring knowledge to enable innovation; -Application of research findings to develop new tools, frameworks, models, or practices that advance the field."
102,H#,Employment and Labor,H.FA1,Workforce Development,Increase Professional Development and Training of Individual Researchers,"A beneficiary demonstrated one or more of the following results within the past year: -Ability to receive funding for research and development; -Skills in creating, retaining, and transferring knowledge; -Collaboration and interaction with other researchers and professionals in the research community; -Increase in the number of grant funding, publications, and/or patents. "
101,L#,Health,L.FA2,Health and Wellbeing,Improve Infant Health,"A beneficiary attained all of one or more of the following results within the past year: -A low risk of a premature or low-weight birth, of death from premature or low-weight birth, and of death from Sudden Unexpected Infant death (SUID); -Good health and optimal care before, during, and after pregnancy; -Survival through infancy to first birthday."
98,L#,Health,L.FA1,Child Welfare,Increase Placement Stability for Children in Foster Care,"A beneficiary attained one or more of the following results within the past year: -Placement in kinship care as opposed to non-relative caregiver care (if such option exists); -Placement with foster family where caregiver(s) has received adequate preparation, training, support, and therapy; -Placement with foster family and received training, support, and therapy; -Remained in the same placement setting."
96,G#,Education,G.FA3,K-12 Education,Improve K12 Academic Performance,"A beneficiary demonstrated one or more of the following results within the past year: -Improvement or growth in scores or level of proficiency on standards-based or norm-referenced assessments (e.g., tests, quizzes, rubrics, standardized tests, etc.); -Higher course grades or overall GPA; -New or increased enrollment in rigorous coursework (e.g., taking a new AP, IB, honors, DE, etc. course); -Decrease in achievement gaps; -Demonstrated year-to-year improvement in standard assessments. "
95,G#,Education,G.FA3,K-12 Education,Improve K12 Academic Attitudes ,"A beneficiary demonstrated one or more of the following results within the past year: -Improved attitudes towards school and motivational beliefs (e.g. mastery orientation, academic identity, school-valuing, self-efficacy, perseverance, etc.); -Maintenance or improvement in attendance level; -Decrease in absenteeism. "
93,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,Increase Identification and Referral of Domestic Violence Survivors,"A beneficiary attained one or more of the following results within the past year: -Identification as a survivor of domestic violence by non-DV primary organizations (e.g., health clinics, first responders, child support organizations, law enforcement, etc.), and referrals to relevant support centers, health, educational, shelter, hotline, etc."
90,H#,Employment and Labor,H.FA1,Workforce Development,Increase Staff Engagement,A beneficiary attained one or more of the following results within the past year: -High level of staff and volunteer satisfaction; -Performance rated at above expectation in their roles; -High level of organizational citizenship behavior such that staff and volunteers often complete tasks outside of their roles to achieve organizational goals; -Higher employee retention rate over time. 
88,H#,Employment and Labor,H.FA1,Workforce Development,Increase Business Leadership Development,"A beneficiary demonstrated one or more of the following results within the past year: -Transformational leadership practices including providing individualized direction and support, intellectual stimulation, reinforcement, visionary leadership, etc.; -High ratings of leadership effectiveness from staff, volunteers and stakeholders; -Fostering a culture of shared leadership by transferring transformational leadership practices to others, empowering leadership among subordinates, etc."
87,P#,"Law, Justice, and Legal Services",P.FA1,Law Enforcement Support,Improve Knowledge of Domestic Violence and Healthy Relationship Skills,"A beneficiary attained one or more of the following results within the past year: -Awareness or knowledge of the impacts of violence in a relationship (e.g., types of abusive behavior, rape myths, patterns of perpetrator behavior, etc.) with the goal of risk reduction, and skills to develop respectful relationships (e.g., conflict resolution, communication)."
86,L#,Health,L.FA2,Health and Wellbeing,Increase Healthy Food Consumption to Reduce Obesity,"A beneficiary demonstrated one or more of the following results within the past year: -Identification of proper nutrition needs; -A pattern of healthy eating behavior, including eating the recommended type and amount of food from the food groups."
85,K#,Food and Nutrition,K.FA1,Food and Nutrition Assistance,Increase Healthy Food Consumption,"A beneficiary demonstrated one or more of the following results within the past year: -Increased healthy eating behaviors (e.g., increased fruit and vegetable intake, less unhealthy foods consumed); -Adoption of healthy shopping or food purchasing habits (e.g., more nutrient-dense foods purchased) -Adoption of healthy food preparation habits (e.g., more nutrient-dense foods used in cooking)."
82,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Expand Coalitions and Networks,"A beneficiary demonstrated one or more of the following results within the past year: -Shared values, norms, and principles of the network; -Contribution to the network's goals and objectives -Improved collaboration and connectivity with other network organizations; -Host shared events with other network members; -Enhanced program/service coordination with other organizations to improve outcomes for beneficiaries."
81,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Improve Financial Sustainability of Programs,A beneficiary attained one or more of the following results within the past year: -Financial planning to enable future organizational functioning and growth; -Additional funding or resources for new research/program(s); -Sufficient funding or resources to cover all existing program and administrative costs.
76,L#,Health,L.FA2,Health and Wellbeing,Improve Financial Independence for Individuals with Disabilities,A beneficiary attained one or more of the following results within the past year: -Financial independence; -Sustained employment; -Material increase in their own wealth.
75,A#,Agricultural,A.FA2,Farm Income Stabilization,Improve Self-Sufficiency of Small-Scale Farms,"A beneficiary attained one or more of the following results within the past year: -Increased income, revenue, or overall profitability achieved through better business planning, crop diversification, or creating value-added products; -Gained access to new or expanded market outlets or buyers; -Increased partnerships with local community organizations or businesses. "
74,E#,Cultural Affairs,E.FA2,Artistic Talent Development,Increase Commercial Opportunities for Artists,"A beneficiary accessed one or more of the following results within the past year: -Exhibition and performance opportunities; -Participation or employment opportunities in creative industries (e.g., films, tv shows, concerts, theaters, etc.); -Residency opportunities with local institutions. "
67,E#,Cultural Affairs,E.FA1,Access and Appreciation,Increase Appreciation of the Arts,"A beneficiary demonstrated one or more of the following results within the past year:-Engagement with art projects that develop cultural, educational, heritage, and scientific value; -Increased appreciation of arts; -Increased knowledge of the different types of arts. "
65,2025#CC,Cross-Cutting,CC.FA1,Cross-Cutting,Implement Policy Change and Enforcement,"A beneficiary demonstrated one or more of the following results within the past year: -Support to institute a local, state, and/or federal policy (e.g., legislation, etc.) aligned to an organization's position; -Changes in practices/services to ensure policies achieve their intended goals; -Enforcing policies to ensure standards are upheld for intended audiences."
64,L#,Health,L.FA2,Health and Wellbeing,Improve End of Life Care for Older Adults,"A beneficiary with terminal condition attained one or more of the following results within the past year: -An appropriate level of support, attention, and palliative care; -Access to legal options for end-of-life care, if available."
61,L#,Health,L.FA2,Health and Wellbeing,Increase Employment for Older Adults,"A beneficiary attained one or more of the following results within the past year: -Regained physical ability to transition to full-time, gainful employment, either through interventions to improve physical capabilities or adaptive supports; -Regained mental capacity and updated technical skills necessary to return to work; -Gained employment or volunteering opportunities."
60,F#,Disaster Prevention and Relief,F.FA1,"Disaster Readiness, Response, and Relief",Increase Emergency Food Supply ,"A beneficiary achieved one or more of the following results within the past year: -Stockpile and provision of food supply that is proximate to residence, on-demand/request, and affordable or free in the event of a disaster; -Creation of a flexible supply chain and infrastructure for distribution; -Increase timeliness of food aid; -Increase network capacity and reach for distribution.  "
59,F#,Disaster Prevention and Relief,F.FA1,"Disaster Readiness, Response, and Relief",Improve Emergency Disaster Relief,"A beneficiary received one or more of the following results within the past year: -Rescue from a life-threatening situation; -Critical or immediate aid (e.g., food, clothing, shelter, etc.); -Necessary medical care; -Critical public infrastructure resources (e.g., electricity, water, etc.); -Alleviation of trauma-related psychological symptoms (e.g., post-traumatic stress)."
58,L#,Health,L.FA2,Health and Wellbeing,Reduce Abuse of Older Adults,"A beneficiary attained one or more of the following results within the past year: -A pattern of safe behavior to reduce physical, mental, or financial abuse; -Cessation of any subsequent episodes of abuse -Alleviation of related psychological symptoms (e.g., depression, anxiety, etc.); -Appropriate legal assistance to prevent or avoid existing abusive situation and/or received referrals to relevant behavioral, psychological, and/or educational services."
57,G#,Education,G.FA2,Educational Environments,Improve Quality of Teachers,"A beneficiary demonstrated one or more of the following results within the past year: -Use of best practice teaching methods for class preparation, classroom management, and instruction; -Investment in professional development (e.g., obtaining relevant new certifications or recertifications; attending classes, trainings, or professional teaching conferences); -Provision of auxiliary support services for students; -Provision of materials and technologies for fostering a high-quality learning environment."
56,G#,Education,G.FA2,Educational Environments,Improve Quality of School Administrators,"A beneficiary demonstrated one or more of the following results within the past year: -Effective, certified school leaders with access to professional development opportunities; -Effective school management including effective planning and coordination, measurable goals for student achievement, high teacher retention, accountability measures, etc.; -A culture of learning including parent involvement, support from staff through shared leadership, a school-wide vision of success, etc."
52,P#,"Law, Justice, and Legal Services",P.FA2,Legal Services,Improve Employment Discrimination Enforcement,"A beneficiary achieved one or more of the following results within the past year: -Benefits from policies against discriminatory hiring, promotion, and/or firing practices; -Benefits from policies against discriminatory workplace policies and practices (e.g., harassment, discriminatory parenting policies, etc.); -Benefits from policies against discriminatory pay policies or practices (e.g., unequal pay for equal work, unlawfully withholding pay, etc.)."
51,L#,Health,L.FA2,Health and Wellbeing,Increase Economic Participation for Older Adults,"A beneficiary achieved one or more of the following results within the past year: -Benefits from policies against discriminatory hiring, promotion and/or firing practices; -Benefits from policies against discriminatory workplace policies and practices; -Benefits from policies against discriminatory pay policies or practices."
50,F#,Disaster Prevention and Relief,F.FA1,"Disaster Readiness, Response, and Relief",Improve Disaster Resilience and Risk Mitigation,"A beneficiary achieved one or more of the following results within the past year: -Establishment of a coordinated process across agencies to respond to natural disasters; -An adequate quantity of disaster response agencies given the needs of a local population (e.g., hospital providers, trauma centers, etc.); -Establishment and enforcement of policies to mitigate the risk of natural disasters; -All buildings within a geographic region are up to code in terms of safety regulations; -Establishment of a national or regional preparedness system to prevent, avoid, or stop any imminent threats towards a community."
49,F#,Disaster Prevention and Relief,F.FA1,"Disaster Readiness, Response, and Relief",Improve Disaster Recovery,"A beneficiary accomplished one or more of the following results within the past year: -Rebuilt community infrastructure (e.g., roads, water supply, electrical grids), public facilities, and private housing; -Recovered businesses and means of livelihood for its members; -Provided health care to alleviate physical and psychological trauma-related consequences (e.g., physical disability, substance abuse, etc.)."
48,L#,Health,L.FA2,Health and Wellbeing,Increase Early Childhood Learning Skills,"A beneficiary, before entering kindergarten, demonstrated one or more of the following results within the past year: -Improved ability to focus their attention and to persist on tasks; -Improved ability to direct their own learning experiences; -Improved ability to use reasoning skills; -Improved executive functioning skills."
47,H#,Employment and Labor,H.FA1,Workforce Development,Improve Basic Technology Skills,"A beneficiary attained one or more of the following results within the past year: -Knowledge of computer, internet, and other technological basics and applications; -Skillful use of computer, internet, and other technological applications to perform routine functions; -Specialized technological skills in area of interest or need (e.g., use of specialized technological products, use of more advanced computer applications, etc.); -Increase in employment and wages. "
42,E#,Cultural Affairs,E.FA3,Cultural Heritage and Traditions,Expand Cultural Traditions and Experiences,"A beneficiary demonstrated one or more of the following results within the past year: -Increased interest in traditional practices, history, and culture in an ethnic/religious group (e.g., holidays, ceremonies, etc.); -Increased engagement and interactions within an ethnic/religious community; -Preservation of traditional practices from the past for future generations in an ethnic/religious group (e.g., holidays, ceremonies, etc.)."
41,E#,Cultural Affairs,E.FA3,Cultural Heritage and Traditions,Increase Cultural Understanding and Tolerance,"A beneficiary demonstrated one or more of the following results within the past year: -Benefits from institutional policies (e.g., constitutional provisions, laws, etc.) against religious discrimination; -A desire to understand one's own and other's cultures; -Understanding towards ethnic/religious groups; -Increased cross-cultural competency; -Decrease in incidence of hate crime. "
40,E#,Cultural Affairs,E.FA3,Cultural Heritage and Traditions,Increase Participation in Cultural Education,"A beneficiary attained one or more of the following results within the past year: -Enrollment in education geared towards an ethnic/religious group; -A full understanding of concepts, values, and traditions that strengthen their sense of identity."
37,L#,Health,L.FA2,Health and Wellbeing,Improve Communication and Transportation Resources for Older Adults,"A beneficiary attained one or more of the following results within the past year: -Resources for easier communication (translation, interpretive services, emergency response systems); -Transportation assistance."
36,B#,Business and Commerce,B.FA2,Economic Development,Increase Commercialization of Innovations,A beneficiary attained one or more of the following results within the past year: -Obtained a new patent for an innovation; -Sufficient capital to produce and scale an innovation; -Success in bringing the innovation to market or achievement of market disruption.
30,L#,Health,L.FA2,Health and Wellbeing,Increase Support for Caregivers of Older Adults,"A beneficiary attained one or more of the following results in the past year: -Sufficient knowledge about providing care for a person with specific condition; -Increased awareness and/or behavioral patterns aimed at coping with caregiver burden; -Prevention of emotional distress, depression, and anxiety in caregivers."
23,A#,Agricultural,A.FA1,Agricultural Resources and Services,Improve Animal Welfare,"A beneficiary achieved one or more of the following results within the past year: -Stable living conditions (i.e., adoption from a shelter to a safe home) and proper care (e.g., humane treatment, adequate nutrition, etc.) to support well-being."
22,L#,Health,L.FA2,Health and Wellbeing,Reduce Social Isolation of Older Adults,"A beneficiary attained one or more of the following results within the past year: -Appreciation of issues and challenges elderly people face and sensitivity towards their conditions; -Improved self-confidence as a senior -Increased social network as a senior through connection to the community, friendly visiting, attendance of group counselling, senior dating, social integration programs, etc.; -Reduced social isolation and loneliness as a senior."
19,C#,Community Development,C.FA1,"Community, Area, and Regional Development",Increase Adequate Sanitation and Hygiene,"A beneficiary accessed one or more of the following results in the past year: -A latrine and personal hygiene training, products, and facilities; -Consistent use of proper hygiene practices, including hand-washing with soap, proper use of toilets, and proper disposal of waste."
11,L#,Health,L.FA2,Health and Wellbeing,Increase Support Services for Individuals with Disabilities,A beneficiary accessed one or more of the following results within the past year: -Medical Resources; -Educational Resources; -Professional Resources; -Resources that support independent functioning in daily life.
10,P#,"Law, Justice, and Legal Services",P.FA2,Legal Services,Increase Access to Quality Legal Services,"A beneficiary accessed one or more of the following results within the past year: -Affordable, effective legal counselling; -Financial, organizational, and cultural resources for legal services."
7,K#,Food and Nutrition,K.FA1,Food and Nutrition Assistance,Obtain a Week's Worth of Food,"A beneficiary gained access to one or more of the following results within the past year: -Sufficient food or meals for themselves and dependents for one week, that are consistently available, affordable or free, and conveniently located (e.g., within 3 miles/25 min of home/work)."
6,P#,"Law, Justice, and Legal Services",P.FA2,Legal Services,Expand Legal Support for Older Adults,"A beneficiary achieved one or more of the following results within the past year: -Free or affordable counseling on legal, and/or insurance questions whenever needed; -Free or affordable assistance in insurance enrollment, bill payment, and/or other financial/legal operations; -Increased awareness of money management and personal finances."
