PROGRAM_ID,Agency,Program Name,Program Description,Expenditure Method,Mission/Purpose,Recipients,Beneficiaries,Associated Categories,FY 2019 Total Program Obligations,FY 2020 Total Program Obligations,Category,FY 2019 Obligations for Category,FY 2020 Obligations for Category,Update Date-Time
728333,Department of Transportation,FHWA Appalachian Development Highway System,This program provides funding for the construction of the Appalachian Development Highway System as authorized under section 1069(y) of Public Law 102-240.,Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),Local; State; Rural; Anyone/General public,Transportation Infrastructure,28356,8450,Transportation Infrastructure,28356,8450,2021-01-13 at 13.32.03
728321,Department of Transportation,FHWA Bridge Replacement and Rehabilitation Program,The program provides funds for highway bridge replacement or rehabilitation projects on public roads.,Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),State; Rural; Other Urban; Anyone/General public; Local,Transportation Infrastructure,28340,363130,Transportation Infrastructure,28340,363130,2021-01-13 at 13.32.03
728152,Department of Transportation,FHWA Certain Safety-related Programs,"Funding for this program is authorized under the Fixing America's Surface Transportation (FAST) Act as an annual, pre-apportionment set-side from the Highway Safety Improvement Program (HSIP). Funding is distributed in the form of discretionary grants to carry out specified safety-related activities and operate specified safety-related clearinghouses.",Cooperative Agreements,Ground transportation,U.S. State Government (including the District of Columbia); Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified),State; Rural; Other Urban; Anyone/General public; Local,Transportation Infrastructure,3982,4300,Transportation Infrastructure,3982,4300,2021-01-13 at 13.32.03
728346,Department of Transportation,FHWA Competitive Bridge Program,The program provides competitive grants for highway bridge replacement or rehabilitation projects on public roads.,Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia),State; Rural; Other Urban; Anyone/General public; Local,Transportation Infrastructure,0,38331,Transportation Infrastructure,0,38331,2021-01-13 at 13.32.03
727882,Department of Transportation,FHWA Congestion Mitigation & Air Quality Improvement Program,"The Congestion Mitigation Air Quality Improvement (CMAQ) Program  provides a flexible funding source to State and local governments for transportation projects and programs to help meet the requirements of the Clean Air Act. Funding is available to reduce congestion and improve air quality for areas that do not meet the National Ambient Air Quality Standards for ozone, carbon monoxide, or particulate matter (nonattainment areas) and for former nonattainment areas that are now in compliance (maintenance areas).",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),"Anyone/General public; Rural; Other Urban; Major Metropolis (over 250,000); Local; State",Transportation Infrastructure,1299379,1046887,Transportation Infrastructure,1299379,1046887,2021-01-13 at 13.32.03
728125,Department of Transportation,FHWA Construction of Ferry Boats and Ferry Terminal Facilities,"The Construction of Ferry Boats and Ferry Terminal Facilities (FBP) program provides funding to construct ferry boats and ferry terminal facilities. Funds are proportionally distributed to eligible ferry operations, based on the number of ferry passengers, the number of vehicles carried, and the total route miles serviced.",Formula Grants,Water transportation,U.S. State Government (including the District of Columbia),State; Anyone/General public; Local; Interstate; Intrastate,Transportation Infrastructure,117968,83846,Transportation Infrastructure,117968,83846,2021-01-13 at 13.32.03
728137,Department of Transportation,FHWA Emergency Relief,"The Emergency Relief (ER) program provides funding for the repair or reconstruction of Federal-aid highways and roads on Federal lands that have suffered serious damage as a result of: (1) natural disasters; or (2) catastrophic failures from an external cause. This program supports the Secretary’s key priorities of infrastructure and safety by supplementing the commitment of resources from States, their political subdivisions, or other Federal agencies, to help pay for unusually heavy expenses resulting from extraordinary conditions that damage existing infrastructure and allow such infrastructure to return to a safe condition.",Mandatory Grants,Ground transportation,U.S. State Government (including the District of Columbia),State; Anyone/General public; U.S. Territories; Federally Recognized Indian Tribal Governments; Local,Transportation Infrastructure,913456,1314897,Transportation Infrastructure,913456,1314897,2021-01-13 at 13.32.03
728059,Department of Transportation,FHWA Federal Lands Access Program,"The Federal Lands Access Program funds and supports transportation facilities owned by State, county, local, and Tribal governments, which provide access to lands owned and operated by the Federal Government, including national parks, forests, refuges, and national recreation areas.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),Intrastate; Anyone/General public; Native American Organizations; Federally Recognized Indian Tribal Governments; Local; State,Transportation Infrastructure,233460,153711,Transportation Infrastructure,233460,153711,2021-01-13 at 13.32.03
728058,Department of Transportation,FHWA Federal Lands Transportation Program,"The Federal Lands Transportation Program (FLTP) funds transportation projects within Federal lands, including the national parks, forests, wildlife refuges, recreation areas, and other Federal public lands.",Other Direct Federal Spending,Ground transportation,U.S. Federal Government,Anyone/General public; Federal,Transportation Infrastructure,304064,325944,Transportation Infrastructure,304064,325944,2021-01-13 at 13.32.03
727502,Department of Transportation,FHWA Highway Safety Improvement Program,"The Highway Safety Improvement Program (HSIP) is a core Federal-aid program that provides formula grants to States to achieve a significant reduction in traffic fatalities and serious injuries on all public roads, including non-State-owned roads and roads on tribal land. The HSIP requires a data-driven, strategic approach to improving highway safety on all public roads with a focus on performance.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),"Anyone/General public; Rural; Other Urban; Major Metropolis (over 250,000); Local; State",Transportation Infrastructure,2061985,3831828,Transportation Infrastructure,2061985,3831828,2021-01-13 at 13.32.03
728943,Department of Transportation,FHWA Intelligent Transportation Systems Program,"The Intelligent Transportation Systems (ITS) Program is designed to foster innovation in transportation through the deployment of technology to enhance the efficiency, safety, and convenience of surface transportation, resulting in improved access, saved lives and time, and increased productivity. The ITS Joint Program Office (JPO) is responsible for coordinating the ITS Program and initiatives among all Department of Transportation (DOT) operating administrations. The research builds on and leverages the technology and applications developed across all modes delivering cross cutting research activities and technology transfer that support the entirety of the Department.",Contractor Services,Ground transportation,"Public/State Controlled Institution; For-Profit Organization; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit","Intrastate; Rural; Other Urban; Major Metropolis (over 250,000); Anyone/General public; Other public institution/organization; Local; Interstate",Workforce Development,73880,62347,Workforce Development,3694,3117,2021-01-13 at 13.32.03
727890,Department of Transportation,FHWA Metropolitan Transportation Planning,"The Metropolitan Transportation Planning Program establishes a cooperative, continuous, and comprehensive framework for making transportation investment decisions in metropolitan areas. Program oversight is a joint Federal Highway Administration/Federal Transit Administration responsibility.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),"Major Metropolis (over 250,000)",Transportation Infrastructure,345352,243187,Transportation Infrastructure,345352,243187,2021-01-13 at 13.32.03
727886,Department of Transportation,FHWA National Highway Freight Program,"The National Highway Freight Program provides funds to the States on a formula basis to improve the efficient movement of freight on the National Highway Freight Network. States have programmed funding in their State Freight Plans to invest in infrastructure and operational improvements that reduce congestion, improve safety and productivity, and enhance economic competitiveness.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),Anyone/General public; State; Interstate,Transportation Infrastructure,1376918,1095750,Transportation Infrastructure,1376918,1095750,2021-01-13 at 13.32.03
727867,Department of Transportation,FHWA National Highway Performance Program,"The National Highway Performance Program (NHPP) provides formula grants for the condition and performance of the National Highway System (NHS), for the construction of new facilities on the NHS, and to ensure that investments of Federal-aid funds in highway construction are directed to support progress toward the achievement of performance targets established in a State's asset management plan for the NHS.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),Anyone/General public; State; Interstate,Transportation Infrastructure,21092263,20351642,Transportation Infrastructure,21092263,20351642,2021-01-13 at 13.32.03
728342,Department of Transportation,FHWA Nationally Significant Federal Lands and Tribal Projects Program Funds,"The Nationally Significant Federal Lands and Tribal Projects Program provides discretionary grants for the construction, reconstruction, and rehabilitation of nationally-significant projects within, adjacent to, or accessing Federal and Tribal lands.",Discretionary Grants,Ground transportation,U.S. Federal Government; Indian/Native American Tribal Government,Anyone/General public; Local; Intrastate; State; Federally Recognized Indian Tribal Governments; Native American Organizations,Native American,27815,98430,Native American,27815,98430,2021-01-13 at 13.32.03
727892,Department of Transportation,FHWA Nationally Significant Freight and Highway Projects,"The Nationally Significant Freight and Highway Projects program allows States, metropolitan planning organizations, local governments and other eligible entities to apply for funding to complete projects that improve safety, generate economic benefits, reduce congestion, enhance resiliency, and improve critical freight movements. Funding is distributed via competitive grants (known as INFRA grants).",Discretionary Grants,Ground transportation,Domestic Local Government (includes territories unless otherwise specified),Anyone/General public; State; Interstate; Intrastate,Transportation Infrastructure,1093894,521863,Transportation Infrastructure,1093894,521863,2021-01-13 at 13.32.03
728140,Department of Transportation,FHWA On-the-Job Training,"The On-the-Job Training Supportive Services (OJT/SS) program helps develop the capacity of the Nation’s current and future highway construction industry workforce by providing the development and diversity of skilled labor. The OJT/SS Program provides funds for State DOTs to implement skills training programs to prepare individuals, focusing on underrepresented groups, to participate in the highway construction workforce as trainees and apprentices on federally-assisted construction contracts.",Discretionary Grants,Ground transportation,U.S. Federal Government; U.S. State Government (including the District of Columbia),Minority Groups; Student Trainee; Women,Workforce Development,12972,7193,Workforce Development,12972,7193,2021-01-13 at 13.32.03
728141,Department of Transportation,FHWA Puerto Rico Highway Program,This program provides funding for the construction of highway projects in Puerto Rico.,Mandatory Grants,Ground transportation,Domestic Local Government (includes territories unless otherwise specified),U.S. Territories,Transportation Infrastructure,174268,144184,Transportation Infrastructure,174268,144184,2021-01-13 at 13.32.03
727880,Department of Transportation,FHWA Surface Transportation Block Grant Program,"The Surface Transportation Block Grant program (STBG) provides formula grants to States and localities for projects to preserve and improve the conditions and performance on any Federal-aid highway, bridge and tunnel projects on any public road, pedestrian and bicycle infrastructure, and transit capital projects, including intercity bus terminals. It is the most flexible Federal-aid highway core grant program.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),"Anyone/General public; Rural; Other Urban; Major Metropolis (over 250,000); Local; State",Transportation Infrastructure,13223064,14208651,Transportation Infrastructure,13223064,14208651,2021-01-13 at 13.32.03
728323,Department of Transportation,FHWA Surface Transportation Block Grant-Eligible Formula Program Funds,"This program provides funding that may be used by States and localities for the construction of highways, bridges, tunnels, including designated routes of the Appalachian development highway system and local access roads under section 14501 of title 40, for the elimination of hazards and the installation of protective devices at railway-highway crossings, and to provide necessary charging infrastructure along corridor-ready or corridor-pending alternative fuel corridors designated pursuant to 23 U.S.C. 151.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia),"State; Rural; Other Urban; Major Metropolis (over 250,000); Anyone/General public; Local",Transportation Infrastructure,1310745,1044271,Transportation Infrastructure,1310745,1044271,2021-01-13 at 13.32.03
728146,Department of Transportation,FHWA Territorial Highway Program,This program provides funding for the construction of highway projects in the four territories.,Mandatory Grants,Ground transportation,Domestic Local Government (includes territories unless otherwise specified),U.S. Territories,Transportation Infrastructure,39121,51019,Transportation Infrastructure,39121,51019,2021-01-13 at 13.32.03
728912,Department of Transportation,FHWA Training and Education,"The Training and Education (T&E) Program provides grants for the development and delivery of technical assistance, training, professional development, and education programs to improve the professional capacity of the workforce that manages, develops and maintains the Nation’s highway system. It provides educational and professional capacity building opportunities and resources to the surface transportation community by routinely updating and delivering training and technical assistance on core competencies; identifying and developing training and technical assistance needs for emerging competencies and new skills; actively promoting technology transfer and innovative practices and technologies into the transportation workforce; and actively supporting the successive generations of transportation professionals in the acquisition of their advanced degrees.",Cooperative Agreements,Training and employment,"Public/State Controlled Institution; Individual; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit","Student Trainee; Other public institution/organization; Engineer/ Architect; Scientist /Researchers; Graduate Student; Specialized group (e.g. health professionals, students, veterans)",STEM Education; Workforce Development,18693,17203,STEM Education,3739,3441,2021-01-13 at 13.32.03
728912,Department of Transportation,FHWA Training and Education,"The Training and Education (T&E) Program provides grants for the development and delivery of technical assistance, training, professional development, and education programs to improve the professional capacity of the workforce that manages, develops and maintains the Nation’s highway system. It provides educational and professional capacity building opportunities and resources to the surface transportation community by routinely updating and delivering training and technical assistance on core competencies; identifying and developing training and technical assistance needs for emerging competencies and new skills; actively promoting technology transfer and innovative practices and technologies into the transportation workforce; and actively supporting the successive generations of transportation professionals in the acquisition of their advanced degrees.",Cooperative Agreements,Training and employment,"Public/State Controlled Institution; Individual; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit","Student Trainee; Other public institution/organization; Engineer/ Architect; Scientist /Researchers; Graduate Student; Specialized group (e.g. health professionals, students, veterans)",STEM Education; Workforce Development,18693,17203,Workforce Development,14954,13762,2021-01-13 at 13.32.03
728060,Department of Transportation,FHWA Tribal Transportation Program,"The Tribal Transportation Program (TTP) promotes a coordinated approach to multimodal transportation in Indian country on roads owned by the Bureau of Indian Affairs (BIA), sovereign federally-recognized Tribal governments, and other roads owned by States, counties, or local governments which provide access to, or are located within, Tribal communities. TTP funds are eligible for transportation planning, research, maintenance, engineering, rehabilitation, and construction of roads, bridges, trails, transit systems, and other transportation facilities on the National Tribal Transportation Facility Inventory (NTTFI).",Formula Grants,Ground transportation,Indian/Native American Tribal Government,Federally Recognized Indian Tribal Governments; Native American Organizations,Native American,429862,450214,Native American,429862,450214,2021-01-13 at 13.32.03
728062,Department of Transportation,FHWA Tribal Transportation Safety Fund,"Tribal Transportation Safety Fund (TTPSF) grants are available to federally recognized Indian tribes through a competitive, discretionary program. Awarded annually, projects are chosen whose outcomes will address the prevention and reduction of death or serious injuries in transportation related incidents, such as motor vehicle crashes.",Discretionary Grants,Ground transportation,Indian/Native American Tribal Government,Federally Recognized Indian Tribal Governments; Native American Organizations,Native American,8913,0,Native American,8913,0,2021-01-13 at 13.32.03
728945,Department of Transportation,FHWA University Transportation Centers,"The University Transportation Centers (UTC) program provides grants to educational institutions to operate National, regional, and Tier 1 University Transportation Centers. The purpose of these centers is to advance U.S. technology and expertise in the many modes and disciplines comprising transportation through the mechanisms of research, education, and technology transfer; to provide a critical transportation knowledge base outside the Department of Transportation (DOT); and to address vital workforce needs for the next generation of transportation leaders. The UTC program is administered by the Office of the Assistant Secretary for Research and Technology.",Discretionary Grants,Ground transportation,"Public/State Controlled Institution; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit","Other public institution/organization; Engineer/ Architect; Scientist /Researchers; Graduate Student; Student Trainee; Specialized group (e.g. health professionals, students, veterans)",STEM Education; Workforce Development,829,138591,STEM Education,8,638,2021-01-13 at 13.32.03
728945,Department of Transportation,FHWA University Transportation Centers,"The University Transportation Centers (UTC) program provides grants to educational institutions to operate National, regional, and Tier 1 University Transportation Centers. The purpose of these centers is to advance U.S. technology and expertise in the many modes and disciplines comprising transportation through the mechanisms of research, education, and technology transfer; to provide a critical transportation knowledge base outside the Department of Transportation (DOT); and to address vital workforce needs for the next generation of transportation leaders. The UTC program is administered by the Office of the Assistant Secretary for Research and Technology.",Discretionary Grants,Ground transportation,"Public/State Controlled Institution; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit","Other public institution/organization; Engineer/ Architect; Scientist /Researchers; Graduate Student; Student Trainee; Specialized group (e.g. health professionals, students, veterans)",STEM Education; Workforce Development,829,138591,Workforce Development,130,21676,2021-01-13 at 13.32.03
728199,Department of Transportation,FRA Amtrak,"Provides grants to Amtrak to support Amtrak's operating, capital, and debt service requirements.",Discretionary Grants,Ground transportation,For-Profit Organization,"Intrastate; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Builder/Contractor/Developer; Engineer/ Architect; Anyone/General public; Profit Organization; Local; State; Interstate",Transportation Infrastructure,1939067,3033860,Transportation Infrastructure,1926392,3014405,2021-01-13 at 13.32.03
726780,Department of Transportation,FRA Consolidated Rail Infrastructure and Safety Improvements (CRISI),"Provides grant funding to a wide range of eligible applicants for projects to improve the safety, efficiency, and reliability of intercity passenger and freight rail systems.",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); For-Profit Organization; Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified),"State; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Builder/Contractor/Developer; Engineer/ Architect; Anyone/General public; Profit Organization; Interstate; Local",Transportation Infrastructure,34395,210686,Transportation Infrastructure,33095,208633,2021-01-13 at 13.32.03
728206,Department of Transportation,FRA Fed-State Partnership for State of Good Repair,"Provides grant funding to state entities, local governments, and Amtrak for capital projects to repair, replace, or rehabilitate qualified railroad assets to reduce the state of good repair backlog and improve intercity passenger rail performance.
",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); For-Profit Organization; Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified),"Interstate; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Builder/Contractor/Developer; Engineer/ Architect; Anyone/General public; Profit Organization; Local; State",Transportation Infrastructure,515,68038,Transportation Infrastructure,0,66892,2021-01-13 at 13.32.03
728203,Department of Transportation,FRA High-Speed Intercity Passenger Rail Program,"Provides capital and planning grants to state entities and Amtrak to develop high-speed and intercity passenger rail corridors and projects.
",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); For-Profit Organization; Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified),"Interstate; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Builder/Contractor/Developer; Engineer/ Architect; Anyone/General public; Profit Organization; Local; State",Transportation Infrastructure,1055,701,Transportation Infrastructure,406,0,2021-01-13 at 13.32.03
728204,Department of Transportation,FRA Railroad Research & Development,"Provides funding for basic and applied research, and development of innovations and solutions, to ensure the safe, efficient, and reliable movement of people and goods by rail.",Discretionary Grants,Ground transportation,"U.S. State Government (including the District of Columbia); Nonprofit without 501(c)(3) IRS Status; Nonprofit with 501(c)(3) Status; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit; Special District Governments or Interstate; For-Profit Organization; Domestic Local Government (includes territories unless otherwise specified)",Interstate; Engineer/ Architect; Scientist /Researchers; Education Professional; Health Professional; Other private institution/ organization; Quasi-public nonprofit organization; Private nonprofit institution/organization; Profit Organization; Other public institution/organization; Public nonprofit institution/organization; Local; State,A.I. R&D/Quantum R&D,39427,46474,A.I. R&D/Quantum R&D,1200,1400,2021-01-13 at 13.32.03
727834,Department of Transportation,FRA Railroad Safety Grants,"Provides grant funding for safety improvements to railroad infrastructure, including the acquisition, improvement, or rehabilitation of intermodal facilities; improvements to track, bridges, rail yards, and tunnels; upgrades to railroad crossings; and the separation of railroad crossings and roads.
",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); Special District Governments or Interstate; For-Profit Organization; Domestic Local Government (includes territories unless otherwise specified),"Other Urban; Interstate; Major Metropolis (over 250,000); Local; State; Builder/Contractor/Developer; Engineer/ Architect; Anyone/General public; Profit Organization; Rural; Suburban",Transportation Infrastructure,4941,1200,Transportation Infrastructure,4941,1200,2021-01-13 at 13.32.03
728724,Department of Transportation,FTA Bus and Bus Facilities Competitive,"This program provides grants to replace, rehabilitate, and purchase buses and related equipment, and to construct bus-related facilities.  Specifically, eligible capital projects include the purchase of buses for fleet and service expansion, bus maintenance and administrative facilities, transfer facilities, bus malls, transportation centers, intermodal terminals, park-and-ride stations, acquisition of replacement vehicles, bus rebuilds, bus preventive maintenance, passenger amenities such as passenger shelters and bus stop signs, accessory and miscellaneous equipment such as mobile radio units, supervisory vehicles, fare boxes, computers and shop and garage equipment.",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,536000,364000,Transportation Infrastructure,536000,364000,2021-01-13 at 13.32.03
728913,Department of Transportation,FTA Bus and Bus Facilities Formula,"This program replaces, rehabilitate, and purchase buses and related equipment, and to construct bus-related facilities.  Specifically, eligible capital projects include the purchase of buses for fleet and service expansion, bus maintenance and administrative facilities, transfer facilities, bus malls, transportation centers, intermodal terminals, park-and-ride stations, acquisition of replacement vehicles, bus rebuilds, bus preventive maintenance, passenger amenities such as passenger shelters and bus stop signs, accessory and miscellaneous equipment such as mobile radio units, supervisory vehicles, fare boxes, computers and shop and garage equipment.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,440000,613000,Transportation Infrastructure,440000,613000,2021-01-13 at 13.32.03
728684,Department of Transportation,FTA Bus Testing Facility,"The FAST Act requires all new bus models purchased using FTA funds to be tested on a pass/fail system for compliance with performance standards for safety, structural integrity, reliability, performance (including braking performance), maintainability, emissions, noise, and fuel economy.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,2000,7000,Transportation Infrastructure,2000,7000,2021-01-13 at 13.32.03
728718,Department of Transportation,FTA Capital Investment Grants,"This program supports the construction of new fixed guideway systems or extensions to fixed guideways, corridor-based bus rapid transit systems, and core capacity improvement projects. These projects include heavy rail, light rail, commuter rail, bus rapid transit, and streetcar systems.  FTA awards construction grants for these projects only after the proposed project has completed a multi-year, multi-step competitive process outlined in statute.  Prior to funding, each project is required to obtain an acceptable rating under a set of statutorily defined criteria that examine project merit and local financial commitment.

",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,2252975,2254398,Transportation Infrastructure,2237975,2224398,2021-01-13 at 13.32.03
728571,Department of Transportation,FTA Enhanced Mobility of Seniors and Individuals with Disabilities,"This program provides capital and operating funds for programs to serve the special needs of transit-dependent populations beyond traditional public transportation services, including complementary paratransit services.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,315000,410000,Transportation Infrastructure,315000,410000,2021-01-13 at 13.32.03
730683,Department of Transportation,FTA Low or No Emission Bus Testing,"This is a competitive program that supports the introduction of low- and no-emission (LoNo) transit buses into transit system fleets. LoNo-CAP will directly support the mission of FTA’s ongoing Low-No programs by providing unbiased assessments of LoNo components used in transit buses, publishing the assessments online, and summarizing them in an annual report to Congress. LoNo component assessments will document -- at a minimum -- the maintainability, reliability, performance, structural integrity, efficiency, and noise of the tested components.",Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; Native American Organizations; Local,Transportation Infrastructure,5000,6000,Transportation Infrastructure,5000,6000,2021-01-13 at 13.32.03
728570,Department of Transportation,FTA Planning Program,"Funding supports cooperative, continuous, and comprehensive transportation infrastructure investment planning. The program requires that all Metropolitan Planning Organizations (MPOs) and States develop performance-driven, outcome-based transportation plans.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,140000,124000,Transportation Infrastructure,14000,124000,2021-01-13 at 13.32.03
728672,Department of Transportation,FTA Rural Area Formula Grants,"This program provides formula grants for capital, planning and operating assistance to States and Federally recognized Indian tribes to support public transportation in rural areas with populations less than 50,000.  Funding may also be used to support intercity bus service and job access and reverse commute projects.  Within this amount, $30 million in formula funds and $5 million in competitive grants support the Public Transportation on Indian Reservations program, and $20 million supports the Appalachian Development Public Transportation Assistance Program.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,179000,1973304,Transportation Infrastructure,179000,163000,2021-01-13 at 13.32.03
728689,Department of Transportation,FTA State of Good Repair Grants,Formula-based capital maintenance program to restore and replace aging transportation infrastructure through reinvestment in existing rail fixed guideway systems and high-intensity motorbus systems.,Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Transportation Infrastructure,2744000,3232000,Transportation Infrastructure,2744000,3232000,2021-01-13 at 13.32.03
728682,Department of Transportation,FTA Technical Assistance and Workforce Development,"This program enables FTA to provide technical assistance to the public transportation industry and to develop standards and best practices.  Funds are also used to address public transportation workforce needs through a National Transit Institute ($5 million) and for a frontline workforce program to support employment training, outreach to under-represented populations, and training and assistance for veteran and minority business opportunities.",Formula Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; Federally Recognized Indian Tribal Governments; Public nonprofit institution/organization; Local,Workforce Development,2000,7000,Workforce Development,2000,7000,2021-01-13 at 13.32.03
728406,Department of Transportation,FTA Urbanized Area Programs,"For formula grants to urbanized areas with populations of 50,000 or more.  Generally, funds may be used for any transit capital purpose. Operating costs continue to be eligible expenses for all urban areas under 200,000 in population; and, in certain circumstances, operating costs may be eligible expenses in urban areas with populations over 200,000.  Additionally, Urbanized Area grants may be used to support Job Access and Reverse Commute activities.",Mandatory Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified); Indian/Native American Tribal Government,State; U.S. Territories; Public nonprofit institution/organization; Federally Recognized Indian Tribal Governments; Local,Transportation Infrastructure,6903230,28777844,Transportation Infrastructure,6903230,7643230,2021-01-13 at 13.32.03
729343,Department of Transportation,FTA Washington Metropolitan Area Transit Authority (WMATA),This program provides grants to the WMATA for capital investment and asset rehabilitation activities.,Discretionary Grants,Ground transportation,U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified),State; Public nonprofit institution/organization; Local,Transportation Infrastructure,148423,148500,Transportation Infrastructure,148423,148500,2021-01-13 at 13.32.03
728183,Department of Transportation,MARAD - National Security  Multi-Mission Vessel (NSVM) Program,"The program provides funding for construction of replacement training ships under the NSMV design.  The design of the NSMV was established as the most economical approach, considering initial acquisition, lifecycle and programmatic costs.  The capacity requirements of each SMA were evaluated and incorporated into the NSMV design requirements.",Contractor Services,Water transportation,For-Profit Organization,Profit Organization; Student Trainee,Transportation Infrastructure,2092,659672,Transportation Infrastructure,2092,659672,2021-01-13 at 13.32.03
728445,Department of Transportation,MARAD - Short Sea Transportation Program,"Mitigate landside congestion, expand transportation options, and realize public benefit and external cost savings by awarding Marine Highway grants to qualified applicants to implement designated Marine Highway projects.",Discretionary Grants,Water transportation,For-Profit Organization; Public/State Controlled Institution; Indian/Native American Tribal Government; Nonprofit with 501(c)(3) Status; U.S. State Government (including the District of Columbia),Profit Organization; Interstate; Intrastate; Public nonprofit institution/organization; Local; State,Transportation Infrastructure,3520,7196,Transportation Infrastructure,3520,7196,2021-01-13 at 13.32.03
727798,Department of Transportation,NHTSA - Highway Safety Programs,"Highway Safety Program grants directly support the DOT’s efforts to promote safety by providing flexibility to States to address specific highway safety problems. States can use these grants for the following activities: alcohol, drugged and other impaired (distracted and drowsy) driving countermeasures; police traffic services; occupant protection (including child passenger safety and the dangers of heatstroke); traffic records; emergency medical services; motorcycle safety; pedestrian and bicyclist safety; speed management; and other innovative countermeasures to address emerging safety issues on America’s roads.",Formula Grants,Other transportation,Indian/Native American Tribal Government; U.S. State Government (including the District of Columbia),Native American Organizations; U.S. Territories; Local; State,Native American,293964,296284,Native American,5829,5925,2021-01-13 at 13.32.03
